First_name,Surname,Height,Weight,Armspan,Wins,Losses,Draws,Total_Fights,Win_Percentage,sex,AHR
Jessica,Penne,65,115,67,12,6,0,18,0.666666667,female,1.030769231
Lauren,Mueller,65,125,67,5,3,0,8,0.625,female,1.030769231
Lauren,Murphy,65,125,67,11,4,0,15,0.733333333,female,1.030769231
Karol,Rosa,65,135,67,12,3,0,15,0.8,female,1.030769231
Syuri,Kondo,64,115,66,6,3,0,9,0.666666667,female,1.03125
Mizuki,Inoue,63,125,65,14,5,0,19,0.736842105,female,1.031746032
Jamie,Colleen,63,115,65,4,1,0,5,0.8,female,1.031746032
Anna,Elmose,63,115,65,3,2,0,5,0.6,female,1.031746032
Tiffany,Masters,63,115,65,2,1,0,3,0.666666667,female,1.031746032
Aisling,Daly,62,115,64,16,6,0,22,0.727272727,female,1.032258065
Carla,Esparza,61,115,63,16,6,0,22,0.727272727,female,1.032786885
Viviane,Pereira,61,115,63,13,2,0,15,0.866666667,female,1.032786885
Brianna,Van Buren,60,115,62,9,2,0,11,0.818181818,female,1.033333333
Tonya,Evinger,67,135,70,19,8,0,27,0.703703704,female,1.044776119
Sabina,Mazo,67,125,70,7,1,0,8,0.875,female,1.044776119
Shana,Dobson,66,125,69,3,3,0,6,0.5,female,1.045454545
Andrea,Lee,66,125,69,11,3,0,14,0.785714286,female,1.045454545
Mara,Romero Borella,66,125,69,12,6,0,18,0.666666667,female,1.045454545
Luana,Carolina,66,125,69,6,1,0,7,0.857142857,female,1.045454545
Sarah,Frota,66,125,69,9,2,0,11,0.818181818,female,1.045454545
Julianna,Pena,66,135,69,10,3,0,13,0.769230769,female,1.045454545
Jenel,Lausa,65,125,68,7,5,0,12,0.583333333,female,1.046153846
Taila,Santos,65,125,68,15,1,0,16,0.9375,female,1.046153846
Sijara,Eubanks,64,135,67,5,4,0,9,0.555555556,female,1.046875
Lara,Procopio,64,135,67,6,1,0,7,0.857142857,female,1.046875
Emily,Peters Kagan,63,115,66,3,3,0,6,0.5,female,1.047619048
Amanda,Ribas,63,115,66,8,1,0,9,0.888888889,female,1.047619048
Jodie,Esquibel,61,115,64,6,6,0,12,0.5,female,1.049180328
Zarah,Fairn,68,145,72,6,3,0,9,0.666666667,female,1.058823529
Leah,Letson,67,145,71,5,2,0,7,0.714285714,female,1.059701493
Talita,Bernardo,64,135,68,6,4,0,10,0.6,female,1.0625
Pearl,Gonzalez,64,115,68,6,3,0,9,0.666666667,female,1.0625
Viviane,Araujo,64,125,68,8,1,0,9,0.888888889,female,1.0625
DeAnna,Bennett,64,125,68,8,3,1,12,0.708333333,female,1.0625
Ariane,Lipski,63,125,67,11,5,0,16,0.6875,female,1.063492063
Angela,Magana,61,115,65,11,9,0,20,0.55,female,1.06557377
Jamie,Moyle,61,115,65,4,3,0,7,0.571428571,female,1.06557377
Bea,Malecki,69,135,74,3,0,0,3,1,female,1.072463768
Ji Yeon,Kim,67,125,72,9,2,2,13,0.769230769,female,1.074626866
Duda,Santana,67,145,73,3,1,0,4,0.75,female,1.089552239
