First_name,Surname,Height,Weight,Armspan,Wins,Losses,Draws,Total_Fights,Win_Percentage,sex,AHR
Bernardo,Magalhaes,69,155,65,11,3,0,14,0.785714286,male,0.942028986
Artem,Lobov,69,145,65,14,15,1,30,0.483333333,male,0.942028986
Cole,Smith,71,135,67,7,1,0,8,0.875,male,0.943661972
Cody,Garbrandt,68,135,65,11,3,0,14,0.785714286,male,0.955882353
Suman,Mokhtarian,70,145,67,8,1,0,9,0.888888889,male,0.957142857
Frank,Gomez,70,135,67,10,4,0,14,0.714285714,male,0.957142857
Chris,Lytle,71,170,68,31,18,5,54,0.62037037,male,0.957746479
Phil,Hawes,73,185,70,4,1,0,5,0.8,male,0.95890411
Hu,Yaozong,75,205,72,3,2,0,5,0.6,male,0.96
Issei,Tamura,65,135,63,7,4,0,11,0.636363636,male,0.969230769
Adam,Antolin,65,125,63,12,3,0,15,0.8,male,0.969230769
Antonio,Banuelos,65,135,63,19,7,1,27,0.722222222,male,0.969230769
Darren,Uyenoyama,66,125,64,8,5,0,13,0.615384615,male,0.96969697
Marcus,Hicks,66,155,64,9,3,0,12,0.75,male,0.96969697
Brad,Katona,66,135,64,9,2,0,11,0.818181818,male,0.96969697
Ivan,Menjivar,66,145,64,25,12,0,37,0.675675676,male,0.96969697
Cody,Stamann,66,135,64,18,2,0,20,0.9,male,0.96969697
Tateki,Matsuda,67,125,65,10,7,0,17,0.588235294,male,0.970149254
Jianping,Yang,67,145,65,7,4,1,12,0.625,male,0.970149254
Reginaldo,Vieira,67,135,65,14,5,0,19,0.736842105,male,0.970149254
Katsunori,Kikuno,68,145,66,23,8,2,33,0.727272727,male,0.970588235
Naoyuki,Kotani,68,155,66,33,13,7,53,0.688679245,male,0.970588235
Alex,Karalexis,68,155,66,10,6,0,16,0.625,male,0.970588235
Chris,Gutierrez,69,135,67,14,3,0,17,0.823529412,male,0.971014493
Damien,Brown,70,155,68,17,12,0,29,0.586206897,male,0.971428571
Tristan,Connelly,70,170,68,14,6,0,20,0.7,male,0.971428571
Matt,Wiman,70,155,68,16,8,0,24,0.666666667,male,0.971428571
Walel,Watson,71,135,69,9,5,0,14,0.642857143,male,0.971830986
Joe,Gigliotti,71,185,69,7,2,0,9,0.777777778,male,0.971830986
Alessandro,Ricci,71,155,69,10,5,0,15,0.666666667,male,0.971830986
Max,Holloway,71,145,69,21,4,0,25,0.84,male,0.971830986
Tony,DeSouza,72,170,70,10,4,0,14,0.714285714,male,0.972222222
Daniel,Kelly,72,185,70,13,4,0,17,0.764705882,male,0.972222222
Harvey,Park,72,155,70,12,2,0,14,0.857142857,male,0.972222222
Joe,Riggs,72,185,70,41,17,0,58,0.706896552,male,0.972222222
Scott,Smith,72,185,70,17,9,0,26,0.653846154,male,0.972222222
Rick,Glenn,72,145,70,21,6,1,28,0.767857143,male,0.972222222
Laureano,Staropoli,73,170,71,9,1,0,10,0.9,male,0.97260274
Sheldon,Westcott,73,170,71,10,3,1,14,0.75,male,0.97260274
Richardson,Moreira,74,185,72,7,4,0,11,0.636363636,male,0.972972973
Antonio,Arroyo,75,185,73,8,2,0,10,0.8,male,0.973333333
Tom,Breese,75,185,73,11,1,0,12,0.916666667,male,0.973333333
Hans,Stringer,75,205,73,22,7,3,32,0.734375,male,0.973333333
Leon,Shahbazyan,76,170,74,7,1,0,8,0.875,male,0.973684211
Alton,Meeks,77,265,75,3,1,0,4,0.75,male,0.974025974
Jarred,Brooks,63,125,62,14,2,0,16,0.875,male,0.984126984
Ray,Borg,64,135,63,12,4,0,16,0.75,male,0.984375
Yao,Zhikui,65,125,64,2,5,0,7,0.285714286,male,0.984615385
Ian,Entwistle,65,135,64,9,3,0,12,0.75,male,0.984615385
Ian,McCall,65,125,64,13,5,1,19,0.710526316,male,0.984615385
Mark,De La Rosa,66,135,65,11,3,0,14,0.785714286,male,0.984848485
Augusto,Mendes,66,135,65,6,2,0,8,0.75,male,0.984848485
Pedro,Munhoz,66,135,65,18,4,0,22,0.818181818,male,0.984848485
Alex,Perez,66,135,65,22,5,0,27,0.814814815,male,0.984848485
Bruno,Korea,66,135,65,4,2,0,6,0.666666667,male,0.984848485
Joe,Soto,66,135,65,18,7,0,25,0.72,male,0.984848485
Motonobu,Tezuka,67,135,66,19,6,4,29,0.724137931,male,0.985074627
Tim,Elliott,67,135,66,16,9,1,26,0.634615385,male,0.985074627
Miles,Johns,67,135,66,10,0,0,10,1,male,0.985074627
Kenji,Osawa,67,135,66,18,10,2,30,0.633333333,male,0.985074627
Justin,Scoggins,67,125,66,11,5,0,16,0.6875,male,0.985074627
Armando,Villarreal,67,135,66,5,1,0,6,0.833333333,male,0.985074627
Zhenhong,Lv,68,145,67,18,6,0,24,0.75,male,0.985294118
Carlos,Candelario,68,125,67,6,0,0,6,1,male,0.985294118
Song,Yadong,68,135,67,15,4,0,19,0.789473684,male,0.985294118
Justin,Lawrence,68,145,67,5,2,0,7,0.714285714,male,0.985294118
Jared,Papazian,68,135,67,14,9,0,23,0.608695652,male,0.985294118
Sam,Sicilia,68,145,67,15,8,0,23,0.652173913,male,0.985294118
Deividas,Taurosevicius,69,145,68,13,5,0,18,0.722222222,male,0.985507246
Mike,Budnik,69,145,68,11,4,0,15,0.733333333,male,0.985507246
Roger,Bowling,69,155,68,11,5,0,16,0.6875,male,0.985507246
Fernando,Gonzalez,69,170,68,19,11,0,30,0.633333333,male,0.985507246
Jared,Gordon,69,155,68,15,3,0,18,0.833333333,male,0.985507246
Melvin,Guillard,69,155,68,48,15,3,66,0.75,male,0.985507246
Chris,Heatherly,69,155,68,9,3,0,12,0.75,male,0.985507246
Alvin,Robinson,69,155,68,12,6,0,18,0.666666667,male,0.985507246
Manuel,Rodriguez,69,170,68,10,4,0,14,0.714285714,male,0.985507246
Richie,Smullen,69,155,68,3,1,1,5,0.7,male,0.985507246
Austin,Tweedy,69,155,68,10,1,0,11,0.909090909,male,0.985507246
Antonio,Carvalho,69,145,68,15,6,0,21,0.714285714,male,0.985507246
Rocky,Lee,69,145,68,3,2,0,5,0.6,male,0.985507246
Cole,Province,69,145,68,6,2,0,8,0.75,male,0.985507246
Louis,Smolka,69,135,68,16,6,0,22,0.727272727,male,0.985507246
Paddy,Holohan,70,125,69,12,2,1,15,0.833333333,male,0.985714286
Nathan,Coy,70,170,69,15,7,0,22,0.681818182,male,0.985714286
Dale,Hartt,70,155,69,6,3,0,9,0.666666667,male,0.985714286
Will,Kerr,70,155,69,9,3,0,12,0.75,male,0.985714286
James,Wallace,70,155,69,9,2,0,11,0.818181818,male,0.985714286
Seth,Dikun,70,135,69,7,4,0,11,0.636363636,male,0.985714286
Leonard,Garcia,70,145,69,19,11,1,31,0.629032258,male,0.985714286
Horacio,Gutierrez,70,145,69,3,3,0,6,0.5,male,0.985714286
Mike,Santiago,70,145,69,21,12,0,33,0.636363636,male,0.985714286
Hatsu,Hioki,71,145,70,27,9,2,38,0.736842105,male,0.985915493
Gadzhimurad,Antigulov,71,205,70,20,6,0,26,0.769230769,male,0.985915493
Dong Hyun,Ma,71,155,70,16,10,3,29,0.603448276,male,0.985915493
Kazuhiro,Nakamura,71,205,70,15,11,0,26,0.576923077,male,0.985915493
Muslim,Salikhov,71,170,70,15,2,0,17,0.882352941,male,0.985915493
Paul,Felder,71,155,70,17,4,0,21,0.80952381,male,0.985915493
Justin,Gaethje,71,155,70,21,2,0,23,0.913043478,male,0.985915493
Andrew,Holbrook,71,155,70,12,3,0,15,0.8,male,0.985915493
Roger,Hollett,71,205,70,13,5,0,18,0.722222222,male,0.985915493
Kurt,Holobaugh,71,155,70,17,7,0,24,0.708333333,male,0.985915493
Norman,Parke,71,155,70,22,5,1,28,0.803571429,male,0.985915493
Tony,Sims,71,155,70,12,4,0,16,0.75,male,0.985915493
Cory,Sandhagen,71,135,70,12,1,0,13,0.923076923,male,0.985915493
Steven,Siler,71,145,70,23,13,0,36,0.638888889,male,0.985915493
Jingliang,Li,72,170,71,17,5,0,22,0.772727273,male,0.986111111
Shane,Campbell,72,155,71,12,6,0,18,0.666666667,male,0.986111111
Rory,Markham,72,170,71,16,6,0,22,0.727272727,male,0.986111111
Jonathan,Pearce,72,155,71,9,4,0,13,0.692307692,male,0.986111111
Wagner,Silva,72,170,71,3,3,0,6,0.5,male,0.986111111
Colton,Smith,72,155,71,6,4,0,10,0.6,male,0.986111111
Kenan,Song,72,170,71,15,5,0,20,0.75,male,0.986111111
Alex,White,72,155,71,13,5,0,18,0.722222222,male,0.986111111
Jacare,Souza,73,185,72,26,7,0,33,0.787878788,male,0.98630137
Paulo,Costa,73,185,72,13,0,0,13,1,male,0.98630137
Pascal,Krauss,73,170,72,11,2,0,13,0.846153846,male,0.98630137
Demian,Maia,73,170,72,27,9,0,36,0.75,male,0.98630137
Garreth,McLellan,73,185,72,13,6,0,19,0.684210526,male,0.98630137
Jason,Miller,73,185,72,34,10,0,44,0.772727273,male,0.98630137
Ken,Shamrock,73,205,72,28,16,2,46,0.630434783,male,0.98630137
Martin,Svensson,73,155,72,14,6,0,20,0.7,male,0.98630137
George,Roop,73,135,72,15,13,1,29,0.534482759,male,0.98630137
Alan,Belcher,74,185,73,17,7,0,24,0.708333333,male,0.986486486
Mirko,Cro Cop,74,230,73,31,11,2,44,0.727272727,male,0.986486486
James,Krause,74,170,73,25,8,0,33,0.757575758,male,0.986486486
Mike,Massenzio,74,185,73,13,6,0,19,0.684210526,male,0.986486486
Jarjis,Danho,75,265,74,6,1,1,8,0.8125,male,0.986666667
Junior,Albini,75,264,74,14,6,0,20,0.7,male,0.986666667
Seth,Baczynski,75,170,74,18,11,0,29,0.620689655,male,0.986666667
Cody,Donovan,75,205,74,8,5,0,13,0.615384615,male,0.986666667
Cody,East,75,245,74,12,3,0,15,0.8,male,0.986666667
Mario,Miranda,75,185,74,12,3,0,15,0.8,male,0.986666667
Tito,Ortiz,75,205,74,17,11,1,29,0.603448276,male,0.986666667
Marcin,Prachnio,75,205,74,13,4,0,17,0.764705882,male,0.986666667
Kalib,Starnes,75,185,74,12,7,1,20,0.625,male,0.986666667
Alexander,Yakovlev,75,155,74,24,8,1,33,0.742424242,male,0.986666667
Steve,Montgomery,76,185,75,8,4,0,12,0.666666667,male,0.986842105
Anthony,Hamilton,77,260,76,15,9,0,24,0.625,male,0.987012987
Matt,Van Buren,77,205,76,7,4,0,11,0.636363636,male,0.987012987
Luke,Barnatt,78,185,77,8,3,0,11,0.727272727,male,0.987179487
Ricardo,Prasel,79,238,78,10,1,0,11,0.909090909,male,0.987341772
Jack,May,80,255,79,7,2,0,9,0.777777778,male,0.9875
Raoni,Barcelos,67,135,67,14,1,0,15,0.933333333,male,1
Magomed,Bibulatov,65,125,65,14,2,0,16,0.875,male,1
Wuliji,Buren,69,135,69,10,7,0,17,0.588235294,male,1
Dooho,Choi,70,145,70,14,3,0,17,0.823529412,male,1
Masio,Fullen,70,145,70,10,6,0,16,0.625,male,1
Azamat,Gashimov,66,125,66,10,3,0,13,0.769230769,male,1
Sung Bin,Jo,72,145,72,9,1,0,10,0.9,male,1
Masanori,Kanehara,67,135,67,25,13,5,43,0.639534884,male,1
Noad,Lahat,69,145,69,9,2,0,11,0.818181818,male,1
Dileno,Lopes,65,135,65,19,3,0,22,0.863636364,male,1
Zabit,Magomedsharipov,73,145,73,17,1,0,18,0.944444444,male,1
Yui Chul,Nam,69,145,69,18,6,1,25,0.74,male,1
Ning,Guangyou,64,145,64,6,4,1,11,0.590909091,male,1
Alptekin,Ozkilic,65,125,65,9,4,0,13,0.692307692,male,1
Fredson,Paixao,66,145,66,10,4,0,14,0.714285714,male,1
Jumabieke,Tuerxun,67,135,67,17,3,1,21,0.833333333,male,1
Zubaira,Tukhugov,68,145,68,18,4,1,23,0.804347826,male,1
Aiemann,Zahabi,68,135,68,7,2,0,9,0.777777778,male,1
Humberto,Bandenay,71,145,71,14,7,0,21,0.666666667,male,1
Mario,Bautista,69,135,69,7,1,0,8,0.875,male,1
Matt,Bessette,70,145,70,22,9,0,31,0.709677419,male,1
JP,Buys,66,125,66,4,1,0,5,0.8,male,1
Alex,Torres,70,145,70,2,2,0,4,0.5,male,1
Royston,Wee,67,135,67,4,1,0,5,0.8,male,1
Rob,Whiteford,69,145,69,12,4,0,16,0.75,male,1
Petr,Yan,67,135,67,13,1,0,14,0.928571429,male,1
Akira,Corassani,68,145,68,14,7,0,21,0.666666667,male,1
Magomed,Ankalaev,75,205,75,11,1,0,12,0.916666667,male,1
CM,Punk,73,170,73,0,2,0,2,0,male,1
Hayder,Hassan,70,170,70,6,3,0,9,0.666666667,male,1
Kuniyoshi,Hironaka,70,168,70,19,8,0,27,0.703703704,male,1
Mizuto,Hirota,67,155,67,19,10,2,31,0.64516129,male,1
Rampage,Jackson,73,205,73,36,11,0,47,0.765957447,male,1
Cung,Le,69,185,69,9,3,0,12,0.75,male,1
Khabib,Nurmagomedov,70,155,70,28,0,0,28,1,male,1
Carlos Eduardo,Rocha,70,170,70,9,2,0,11,0.818181818,male,1
Tarec,Saffiedine,70,170,70,16,7,0,23,0.695652174,male,1
Edmen,Shahbazyan,74,185,74,10,0,0,10,1,male,1
Dmitrii,Smoliakov,74,253,74,9,3,0,12,0.75,male,1
Gasan,Umalatov,71,170,71,15,5,1,21,0.738095238,male,1
Zhang,Lipeng,71,155,71,9,9,1,19,0.5,male,1
Daichi,Abe,71,170,71,6,2,0,8,0.75,male,1
Houston,Alexander,72,205,72,13,8,1,22,0.613636364,male,1
John,Allan,75,205,75,13,5,0,18,0.722222222,male,1
Eddie,Alvarez,69,155,69,29,6,0,35,0.828571429,male,1
Dylan,Andrews,73,185,73,18,8,0,26,0.692307692,male,1
Cesar,Arzamendia,71,155,71,7,4,0,11,0.636363636,male,1
Teddy,Ash,73,185,73,14,4,0,18,0.777777778,male,1
Scott,Askham,75,185,75,14,4,0,18,0.777777778,male,1
Ryan,Bader,74,205,74,23,5,0,28,0.821428571,male,1
Miguel,Baeza,74,170,74,8,0,0,8,1,male,1
Marcin,Bandel,70,155,70,13,4,0,17,0.764705882,male,1
Bryan,Barberena,72,170,72,14,7,0,21,0.666666667,male,1
Dennis,Bermudez,66,155,66,18,9,0,27,0.666666667,male,1
Jason,Brilz,71,205,71,18,5,1,24,0.770833333,male,1
Rob,Broughton,74,265,74,15,7,1,23,0.673913043,male,1
Dennis,Bryant,72,205,72,5,1,0,6,0.833333333,male,1
Nick,Catone,72,185,72,10,4,0,14,0.714285714,male,1
Rafael,Feijao,73,205,73,12,7,0,19,0.631578947,male,1
Donald,Cerrone,73,155,73,36,13,0,49,0.734693878,male,1
Chris,Clements,70,170,70,12,6,0,18,0.666666667,male,1
Chris,Cope,72,170,72,5,4,0,9,0.555555556,male,1
Patrick,Cote,71,170,71,24,11,0,35,0.685714286,male,1
Tim,Credeur,75,185,75,12,4,0,16,0.75,male,1
Jimmy,Crute,74,205,74,10,1,0,11,0.909090909,male,1
Claudio,Silva,71,170,71,14,1,0,15,0.933333333,male,1
Marcus,Davis,70,170,70,20,9,0,29,0.689655172,male,1
Mike,Davis,72,155,72,8,2,0,10,0.8,male,1
Jason,Day,72,185,72,19,12,0,31,0.612903226,male,1
Danny,Downes,72,155,72,8,3,0,11,0.727272727,male,1
Evan,Dunham,70,155,70,18,8,1,27,0.685185185,male,1
Luiz,Dutra,71,170,71,11,4,1,16,0.71875,male,1
Matt,Dwyer,76,170,76,8,4,0,12,0.666666667,male,1
Justin,Edwards,70,155,70,9,5,0,14,0.642857143,male,1
Leon,Edwards,74,170,74,18,3,0,21,0.857142857,male,1
Terry,Etim,73,155,73,15,5,0,20,0.75,male,1
Billy,Evangelista,68,155,68,11,2,0,13,0.846153846,male,1
Drew,Fickett,70,155,70,41,16,0,57,0.719298246,male,1
Mickey,Gall,74,170,74,6,2,0,8,0.75,male,1
Marcelo,Golm,75,249,75,6,3,0,9,0.666666667,male,1
Jason,Gonzalez,74,155,74,11,5,0,16,0.6875,male,1
Alex,Gorgees,74,155,74,7,1,0,8,0.875,male,1
Chad,Griggs,73,205,73,11,3,0,14,0.785714286,male,1
Garrett,Gross,69,155,69,11,6,0,17,0.647058824,male,1
Chris,Gruetzemacher,68,155,68,14,3,0,17,0.823529412,male,1
John,Gunderson,69,155,69,32,12,2,46,0.717391304,male,1
Tim,Hague,76,260,76,13,5,0,18,0.722222222,male,1
Jared,Hamman,75,185,75,13,6,0,19,0.684210526,male,1
Walt,Harris,77,250,77,13,7,0,20,0.65,male,1
James,Head,73,170,73,9,4,0,13,0.692307692,male,1
Nick,Hein,66,155,66,14,5,0,19,0.736842105,male,1
Johny,Hendricks,69,185,69,18,8,0,26,0.692307692,male,1
Luis,Henrique,74,243,74,10,5,0,15,0.666666667,male,1
Dave,Herman,76,242,76,21,6,0,27,0.777777778,male,1
Scott,Holtzman,69,155,69,13,3,0,16,0.8125,male,1
Darrell,Horcher,70,155,70,13,4,0,17,0.764705882,male,1
Chris,Horodecki,69,155,69,18,3,1,22,0.840909091,male,1
Adam,Hunter,73,185,73,7,1,0,8,0.875,male,1
Al,Iaquinta,70,155,70,14,6,1,21,0.69047619,male,1
Aaron,Jeffery,74,185,74,6,1,0,7,0.857142857,male,1
Ryan,Jimmo,73,205,73,19,5,0,24,0.791666667,male,1
Charles,Jourdain,69,155,69,9,2,0,11,0.818181818,male,1
Dustin,Joynson,78,244,78,5,0,0,5,1,male,1
Martin,Kampmann,72,170,72,20,7,0,27,0.740740741,male,1
Yusuke,Kasuya,67,155,67,9,3,2,14,0.714285714,male,1
Steve,Kennedy,71,170,71,22,8,0,30,0.733333333,male,1
Jeremy,Kimball,72,205,72,15,8,0,23,0.652173913,male,1
Mike,King,75,185,75,5,1,0,6,0.833333333,male,1
Kyle,Kingsbury,76,205,76,11,6,0,17,0.647058824,male,1
Jason,Lambert,75,185,75,25,12,0,37,0.675675676,male,1
Brock,Larson,71,170,71,33,6,0,39,0.846153846,male,1
Giacomo,Lemos,75,247,75,6,0,0,6,1,male,1
Nik,Lentz,68,155,68,30,10,2,42,0.738095238,male,1
Jake,Lindsey,71,155,71,9,3,0,12,0.75,male,1
Abner,Lloveras,71,155,71,19,8,1,28,0.696428571,male,1
Michael,Lombardo,72,185,72,8,1,0,9,0.888888889,male,1
Duane,Ludwig,70,170,70,29,14,0,43,0.674418605,male,1
Don,Madge,72,155,72,9,3,1,13,0.730769231,male,1
Jon,Madsen,72,240,72,7,1,0,8,0.875,male,1
Leonardo,Mafra,70,155,70,12,3,0,15,0.8,male,1
Caio,Magalhaes,73,185,73,9,3,0,12,0.75,male,1
John,Maguire,69,155,69,18,6,0,24,0.75,male,1
John,Makdessi,68,155,68,17,6,0,23,0.739130435,male,1
Islam,Makhachev,70,155,70,18,1,0,19,0.947368421,male,1
Rob,McCullough,69,155,69,19,8,0,27,0.703703704,male,1
Justin,McCully,73,225,73,10,5,2,17,0.647058824,male,1
Bubba,McDaniel,75,185,75,21,8,0,29,0.724137931,male,1
Drew,McFedries,72,185,72,10,6,0,16,0.625,male,1
Cody,McKenzie,72,155,72,14,4,0,18,0.777777778,male,1
Jonathan,Meunier,75,170,75,8,1,0,9,0.888888889,male,1
Danny,Mitchell,74,170,74,14,6,1,21,0.69047619,male,1
Augusto,Montano,73,170,73,15,3,0,18,0.833333333,male,1
Sergio,Moraes,72,170,72,14,6,1,21,0.69047619,male,1
Vinicius,Moreira,76,205,76,9,4,0,13,0.692307692,male,1
Mark,Munoz,72,185,72,14,6,0,20,0.7,male,1
Elvis,Mutapcic,72,185,72,15,5,1,21,0.738095238,male,1
Stanislav,Nedkov,71,205,71,12,2,0,14,0.857142857,male,1
Roy,Nelson,72,263,72,23,14,0,37,0.621621622,male,1
Kyle,Nelson,71,155,71,13,3,0,16,0.8125,male,1
Luis,Pena,75,155,75,7,2,0,9,0.777777778,male,1
Michel,Pereira,73,170,73,23,10,0,33,0.696969697,male,1
Markus,Perez,73,185,73,11,2,0,13,0.846153846,male,1
Anthony,Perosh,75,205,75,15,10,0,25,0.6,male,1
Kyle,Prepolec,70,170,70,12,7,0,19,0.631578947,male,1
Nate,Quarry,72,185,72,12,4,0,16,0.75,male,1
Jimmy,Quinlan,72,185,72,3,1,1,5,0.7,male,1
Polo,Reyes,71,155,71,8,8,0,16,0.5,male,1
Jorge,Rivera,73,185,73,19,9,0,28,0.678571429,male,1
Mike,Russow,73,255,73,15,3,0,18,0.833333333,male,1
Jason,Saggo,71,155,71,12,4,0,16,0.75,male,1
Alessio,Sakara,72,185,72,19,11,0,30,0.633333333,male,1
Eddie,Sanchez,74,230,74,13,5,0,18,0.722222222,male,1
Bruno,Santos,69,185,69,14,2,0,16,0.875,male,1
Eric,Schafer,75,185,75,14,7,2,23,0.652173913,male,1
Alex,Serdyukov,74,170,74,8,5,0,13,0.615384615,male,1
Kamal,Shalorus,68,155,68,7,3,2,12,0.666666667,male,1
Jake,Shields,72,170,72,29,7,1,37,0.797297297,male,1
Thiago,Silva,74,205,74,16,3,0,19,0.842105263,male,1
Everett,Sims,77,260,77,4,1,0,5,0.8,male,1
Trevor,Smith,75,185,75,15,9,0,24,0.625,male,1
Anthony,Smith,76,205,76,32,14,0,46,0.695652174,male,1
Eric,Spicely,73,185,73,12,6,0,18,0.666666667,male,1
Josh,Stansbury,74,205,74,8,5,0,13,0.615384615,male,1
Steve,Steinbeiss,75,185,75,7,4,0,11,0.636363636,male,1
Tim,Sylvia,80,265,80,30,7,0,37,0.810810811,male,1
Paul,Taylor,72,155,72,11,6,1,18,0.638888889,male,1
Brandon,Thatch,74,170,74,11,5,0,16,0.6875,male,1
Andrew,Todhunter,72,185,72,8,0,0,8,1,male,1
Michael,Trizano,71,155,71,9,1,0,10,0.9,male,1
Wellington,Turman,72,185,72,15,3,0,18,0.833333333,male,1
Isaac,Vallie-Flagg,68,155,68,14,6,1,21,0.69047619,male,1
Chris,Wade,70,155,70,12,3,0,15,0.8,male,1
Patrick,Walsh,71,185,71,5,3,0,8,0.625,male,1
Sai,Wang,72,170,72,8,5,1,14,0.607142857,male,1
Tom,Watson,73,185,73,17,9,0,26,0.653846154,male,1
Garett,Whiteley,72,155,72,8,3,0,11,0.727272727,male,1
Luke,Zachrich,74,185,74,14,4,0,18,0.777777778,male,1
John,Albert,68,135,68,7,5,0,12,0.583333333,male,1
Austin,Arnett,72,145,72,16,6,0,22,0.727272727,male,1
Chase,Beebe,67,135,67,19,8,1,28,0.696428571,male,1
Chico,Camus,66,125,66,14,7,0,21,0.666666667,male,1
Bryan,Caraway,68,135,68,21,10,0,31,0.677419355,male,1
Chris,Cariaso,63,125,63,17,8,0,25,0.68,male,1
Henry,Cejudo,64,135,64,15,2,0,17,0.882352941,male,1
Will,Chope,76,145,76,19,6,0,25,0.76,male,1
Dominick,Cruz,68,135,68,22,2,0,24,0.916666667,male,1
Mike,de la Torre,71,145,71,14,7,0,21,0.666666667,male,1
Mark,Eddiva,68,145,68,6,3,0,9,0.666666667,male,1
Chris,Fishgold,68,145,68,18,3,1,22,0.840909091,male,1
Mitch,Gagnon,65,135,65,12,5,0,17,0.705882353,male,1
Pablo,Garza,73,145,73,13,4,0,17,0.764705882,male,1
Louis,Gaudinot,63,125,63,6,4,0,10,0.6,male,1
Ulysses,Gomez,66,125,66,9,4,0,13,0.692307692,male,1
Ryan,Hall,70,145,70,8,1,0,9,0.888888889,male,1
Phil,Harris,64,125,64,22,12,0,34,0.647058824,male,1
Junior,Hernandez,69,135,69,14,6,0,20,0.7,male,1
Matt,Hobar,70,135,70,9,3,0,12,0.75,male,1
Chris,Holdsworth,71,135,71,7,0,0,7,1,male,1
Mark,Hominick,68,145,68,20,12,0,32,0.625,male,1
Damon,Jackson,71,145,71,9,1,1,11,0.863636364,male,1
Cris,Cyborg,68,145,68,21,2,0,23,0.913043478,male,1
Brian,Kelleher,66,135,66,19,10,0,29,0.655172414,male,1
Jeremy,Kennedy,71,145,71,11,1,0,12,0.916666667,male,1
Jeremy,Larsen,70,145,70,8,5,0,13,0.615384615,male,1
Vaughan,Lee,66,125,66,14,11,1,26,0.557692308,male,1
Brendan,Loughnane,70,145,70,16,4,0,20,0.8,male,1
Ryan,MacDonald,71,135,71,10,2,0,12,0.833333333,male,1
Levan,Makashvili,68,145,68,10,2,1,13,0.807692308,male,1
Zach,Makovsky,64,125,64,19,8,0,27,0.703703704,male,1
Lucas,Martins,72,145,72,16,3,0,19,0.842105263,male,1
Chad,Mendes,66,145,66,18,5,0,23,0.782608696,male,1
Nicco,Montano,65,135,65,5,3,0,8,0.625,male,1
John,Moraga,66,125,66,19,7,0,26,0.730769231,male,1
Leonardo,Morales,68,135,68,5,2,0,7,0.714285714,male,1
Vince,Murdock,66,145,66,12,3,0,15,0.8,male,1
Ben,Nguyen,65,125,65,17,8,0,25,0.68,male,1
Matheus,Nicolau,66,125,66,13,3,1,17,0.794117647,male,1
Tom,Niinimaki,69,145,69,21,8,1,30,0.716666667,male,1
Dustin,Ortiz,65,125,65,19,8,0,27,0.703703704,male,1
Damacio,Page,66,135,66,12,8,0,20,0.6,male,1
Erik,Perez,68,135,68,17,6,0,23,0.739130435,male,1
Steven,Peterson,70,145,70,18,9,0,27,0.666666667,male,1
Paul,Redmond,70,145,70,10,6,0,16,0.625,male,1
Francisco,Rivera,68,135,68,11,7,0,18,0.611111111,male,1
Yair,Rodriguez,71,145,71,13,2,0,15,0.866666667,male,1
Charles,Rosa,69,145,69,12,3,0,15,0.8,male,1
Frankie,Saenz,66,135,66,13,6,0,19,0.684210526,male,1
Roman,Salazar,67,135,67,9,4,0,13,0.692307692,male,1
Boston,Salmon,69,135,69,6,3,0,9,0.666666667,male,1
Joshua,Sampo,64,125,64,11,5,0,16,0.6875,male,1
Roberto,Sanchez,66,125,66,8,2,0,10,0.8,male,1
Richie,Santiago,67,135,67,7,1,0,8,0.875,male,1
Neil,Seery,64,125,64,16,13,0,29,0.551724138,male,1
Gavin,Tucker,66,145,66,11,1,0,12,0.916666667,male,1
Nick,Urso,66,125,66,10,3,0,13,0.769230769,male,1
Milton,Vieira,72,145,72,13,8,2,23,0.608695652,male,1
Stefan,Struve,83,265,84,33,11,0,44,0.75,male,1.012048193
Maurice,Greene,79,258,80,8,3,0,11,0.727272727,male,1.012658228
Alexander,Volkov,79,250,80,30,7,0,37,0.810810811,male,1.012658228
Travis,Browne,78,255,79,18,7,1,26,0.711538462,male,1.012820513
Junior,Dos Santos,76,238,77,21,6,0,27,0.777777778,male,1.013157895
Mark,Godbeer,76,240,77,13,4,0,17,0.764705882,male,1.013157895
Mike,Kyle,76,205,77,19,9,1,29,0.672413793,male,1.013157895
James,McSweeney,76,230,77,6,9,0,15,0.4,male,1.013157895
Nick,Penner,76,205,77,12,3,0,15,0.8,male,1.013157895
Dominick,Reyes,76,205,77,12,0,0,12,1,male,1.013157895
Fabricio,Werdum,76,231,77,23,8,1,32,0.734375,male,1.013157895
Nandor,Guelmino,75,230,76,11,5,1,17,0.676470588,male,1.013333333
Chibwikem,Onyenegecha-Palmer,75,185,76,6,0,0,6,1,male,1.013333333
Shamil,Abdurakhimov,75,235,76,20,5,0,25,0.8,male,1.013333333
Marcos,Brigagao,75,205,76,11,1,0,12,0.916666667,male,1.013333333
Joachim,Christensen,75,205,76,14,6,0,20,0.7,male,1.013333333
Paul,Craig,75,205,76,12,4,0,16,0.75,male,1.013333333
Allen,Crowder,75,245,76,10,4,0,14,0.714285714,male,1.013333333
Henrique,da Silva,75,205,76,14,5,0,19,0.736842105,male,1.013333333
Kyle,Daukaus,75,185,76,6,0,0,6,1,male,1.013333333
Ryan,Janes,75,185,76,10,3,0,13,0.769230769,male,1.013333333
Adam,Milstead,75,205,76,8,3,0,11,0.727272727,male,1.013333333
